datalogger,elapsed,date,time,temperatura,
DAT10C,20:57:00,21/05/2014,10:31:09,  4.3,
DAT10C,21:00:00,21/05/2014,10:34:09,  4.3,
DAT10C,21:03:00,21/05/2014,10:37:09,  4.2,
DAT10C,21:06:00,21/05/2014,10:40:09,  4.1,
DAT10C,21:09:00,21/05/2014,10:43:09,  4.0,
DAT10C,21:12:00,21/05/2014,10:46:09,  4.0,
DAT10C,21:15:00,21/05/2014,10:49:09,  4.1,
DAT10C,21:18:00,21/05/2014,10:52:09,  3.8,
DAT10C,21:21:00,21/05/2014,10:55:09,  3.8,
DAT10C,21:24:00,21/05/2014,10:58:09,  3.8,
DAT10C,21:27:00,21/05/2014,11:01:09,  3.8,
DAT10C,21:30:00,21/05/2014,11:04:09,  3.7,
DAT10C,21:33:00,21/05/2014,11:07:09,  3.7,
DAT10C,21:36:00,21/05/2014,11:10:09,  3.8,
DAT10C,21:39:00,21/05/2014,11:13:09,  4.0,
DAT10C,21:42:00,21/05/2014,11:16:09,  4.0,
DAT10C,21:45:00,21/05/2014,11:19:09,  3.8,
DAT10C,21:48:00,21/05/2014,11:22:09,  3.8,
DAT10C,21:51:00,21/05/2014,11:25:09,  3.8,
DAT10C,21:54:00,21/05/2014,11:28:09,  3.8,
DAT10C,21:57:00,21/05/2014,11:31:09,  3.7,
DAT10C,22:00:00,21/05/2014,11:34:09,  3.8,
DAT10C,22:03:00,21/05/2014,11:37:09,  4.0,
DAT10C,22:06:00,21/05/2014,11:40:09,  4.0,
DAT10C,22:09:00,21/05/2014,11:43:09,  4.3,
DAT10C,22:12:00,21/05/2014,11:46:09,  4.7,
DAT10C,22:15:00,21/05/2014,11:49:09,  4.7,
DAT10C,22:18:00,21/05/2014,11:52:09,  5.1,
DAT10C,22:21:00,21/05/2014,11:55:09,  5.3,
DAT10C,22:24:00,21/05/2014,11:58:09,  5.3,
DAT10C,22:27:00,21/05/2014,12:01:09,  5.7,
DAT10C,22:30:00,21/05/2014,12:04:09,  5.8,
DAT10C,22:33:00,21/05/2014,12:07:09,  6.0,
DAT10C,22:36:00,21/05/2014,12:10:09,  6.2,
DAT10C,22:39:00,21/05/2014,12:13:09,  6.3,
DAT10C,22:42:00,21/05/2014,12:16:09,  6.5,
DAT10C,22:45:00,21/05/2014,12:19:09,  6.7,
DAT10C,22:48:00,21/05/2014,12:22:09,  6.7,
DAT10C,22:51:00,21/05/2014,12:25:09,  6.8,
DAT10C,22:54:00,21/05/2014,12:28:09,  7.1,
DAT10C,22:57:00,21/05/2014,12:31:09,  7.1,
DAT10C,23:00:00,21/05/2014,12:34:09,  7.2,
DAT10C,23:03:00,21/05/2014,12:37:09,  7.5,
DAT10C,23:06:00,21/05/2014,12:40:09,  7.2,
DAT10C,23:09:00,21/05/2014,12:43:09,  6.8,
DAT10C,23:12:00,21/05/2014,12:46:09,  6.6,
DAT10C,23:15:00,21/05/2014,12:49:09,  6.1,
DAT10C,23:18:00,21/05/2014,12:52:09,  5.7,
DAT10C,23:21:00,21/05/2014,12:55:09,  5.5,
DAT10C,23:24:00,21/05/2014,12:58:09,  5.2,
DAT10C,23:27:00,21/05/2014,13:01:09,  4.8,
DAT10C,23:30:00,21/05/2014,13:04:09,  4.7,
DAT10C,23:33:00,21/05/2014,13:07:09,  4.5,
DAT10C,23:36:00,21/05/2014,13:10:09,  4.3,
DAT10C,23:39:00,21/05/2014,13:13:09,  4.1,
DAT10C,23:42:00,21/05/2014,13:16:09,  4.2,
DAT10C,23:45:00,21/05/2014,13:19:09,  4.2,
DAT10C,23:48:00,21/05/2014,13:22:09,  4.2,
DAT10C,23:51:00,21/05/2014,13:25:09,  4.2,
DAT10C,23:54:00,21/05/2014,13:28:09,  4.2,
DAT10C,23:57:00,21/05/2014,13:31:09,  4.3,
DAT10C,00:00:00,21/05/2014,13:34:09,  4.2,
DAT10C,00:03:00,21/05/2014,13:37:09,  4.2,
DAT10C,00:06:00,21/05/2014,13:40:09,  4.3,
DAT10C,00:09:00,21/05/2014,13:43:09,  4.3,
DAT10C,00:12:00,21/05/2014,13:46:09,  4.2,
DAT10C,00:15:00,21/05/2014,13:49:09,  4.3,
DAT10C,00:18:00,21/05/2014,13:52:09,  4.3,
DAT10C,00:21:00,21/05/2014,13:55:09,  4.2,
DAT10C,00:24:00,21/05/2014,13:58:09,  4.2,
DAT10C,00:27:00,21/05/2014,14:01:09,  4.3,
DAT10C,00:30:00,21/05/2014,14:04:09,  4.3,
DAT10C,00:33:00,21/05/2014,14:07:09,  4.5,
DAT10C,00:36:00,21/05/2014,14:10:09,  4.6,
DAT10C,00:39:00,21/05/2014,14:13:09,  4.7,
DAT10C,00:42:00,21/05/2014,14:16:09,  4.8,
DAT10C,00:45:00,21/05/2014,14:19:09,  4.7,
DAT10C,00:48:00,21/05/2014,14:22:09,  4.8,
DAT10C,00:51:00,21/05/2014,14:25:09,  4.8,
DAT10C,00:54:00,21/05/2014,14:28:09,  4.8,
DAT10C,00:57:00,21/05/2014,14:31:09,  4.7,
DAT10C,01:00:00,21/05/2014,14:34:09,  4.7,
DAT10C,01:03:00,21/05/2014,14:37:09,  4.7,
DAT10C,01:06:00,21/05/2014,14:40:09,  4.7,
DAT10C,01:09:00,21/05/2014,14:43:09,  4.8,
DAT10C,01:12:00,21/05/2014,14:46:09,  4.8,
DAT10C,01:15:00,21/05/2014,14:49:09,  5.0,
DAT10C,01:18:00,21/05/2014,14:52:09,  4.8,
DAT10C,01:21:00,21/05/2014,14:55:09,  4.8,
DAT10C,01:24:00,21/05/2014,14:58:09,  4.8,
DAT10C,01:27:00,21/05/2014,15:01:09,  4.7,
DAT10C,01:30:00,21/05/2014,15:04:09,  4.7,
DAT10C,01:33:00,21/05/2014,15:07:09,  4.7,
DAT10C,01:36:00,21/05/2014,15:10:09,  4.7,
DAT10C,01:39:00,21/05/2014,15:13:09,  4.6,
DAT10C,01:42:00,21/05/2014,15:16:09,  4.7,
DAT10C,01:45:00,21/05/2014,15:19:09,  4.6,
DAT10C,01:48:00,21/05/2014,15:22:09,  4.5,
DAT10C,01:51:00,21/05/2014,15:25:09,  4.6,
DAT10C,01:54:00,21/05/2014,15:28:09,  4.6,
DAT10C,01:57:00,21/05/2014,15:31:09,  4.7,
DAT10C,02:00:00,21/05/2014,15:34:09,  4.7,
DAT10C,02:03:00,21/05/2014,15:37:09,  4.6,
DAT10C,02:06:00,21/05/2014,15:40:09,  4.6,
DAT10C,02:09:00,21/05/2014,15:43:09,  4.7,
DAT10C,02:12:00,21/05/2014,15:46:09,  4.8,
DAT10C,02:15:00,21/05/2014,15:49:09,  5.0,
DAT10C,02:18:00,21/05/2014,15:52:09,  5.1,
DAT10C,02:21:00,21/05/2014,15:55:09,  5.2,
DAT10C,02:24:00,21/05/2014,15:58:09,  5.1,
DAT10C,02:27:00,21/05/2014,16:01:09,  5.1,
DAT10C,02:30:00,21/05/2014,16:04:09,  5.1,
DAT10C,02:33:00,21/05/2014,16:07:09,  4.7,
DAT10C,02:36:00,21/05/2014,16:10:09,  4.5,
DAT10C,02:39:00,21/05/2014,16:13:09,  4.5,
DAT10C,02:42:00,21/05/2014,16:16:09,  4.5,
DAT10C,02:45:00,21/05/2014,16:19:09,  4.3,
DAT10C,02:48:00,21/05/2014,16:22:09,  4.3,
DAT10C,02:51:00,21/05/2014,16:25:09,  4.3,
DAT10C,02:54:00,21/05/2014,16:28:09,  4.2,
DAT10C,02:57:00,21/05/2014,16:31:09,  4.2,
DAT10C,03:00:00,21/05/2014,16:34:09,  4.2,
DAT10C,03:03:00,21/05/2014,16:37:09,  4.2,
DAT10C,03:06:00,21/05/2014,16:40:09,  4.1,
DAT10C,03:09:00,21/05/2014,16:43:09,  4.1,
DAT10C,03:12:00,21/05/2014,16:46:09,  4.1,
DAT10C,03:15:00,21/05/2014,16:49:09,  4.1,
DAT10C,03:18:00,21/05/2014,16:52:09,  4.0,
DAT10C,03:21:00,21/05/2014,16:55:09,  4.0,
DAT10C,03:24:00,21/05/2014,16:58:09,  4.1,
DAT10C,03:27:00,21/05/2014,17:01:09,  4.1,
DAT10C,03:30:00,21/05/2014,17:04:09,  4.1,
DAT10C,03:33:00,21/05/2014,17:07:09,  4.1,
DAT10C,03:36:00,21/05/2014,17:10:09,  4.2,
DAT10C,03:39:00,21/05/2014,17:13:09,  4.2,
DAT10C,03:42:00,21/05/2014,17:16:09,  4.1,
DAT10C,03:45:00,21/05/2014,17:19:09,  4.0,
DAT10C,03:48:00,21/05/2014,17:22:09,  4.0,
DAT10C,03:51:00,21/05/2014,17:25:09,  4.1,
DAT10C,03:54:00,21/05/2014,17:28:09,  4.1,
DAT10C,03:57:00,21/05/2014,17:31:09,  4.0,
DAT10C,04:00:00,21/05/2014,17:34:09,  3.8,
DAT10C,04:03:00,21/05/2014,17:37:09,  3.8,
DAT10C,04:06:00,21/05/2014,17:40:09,  4.0,
DAT10C,04:09:00,21/05/2014,17:43:09,  4.0,
DAT10C,04:12:00,21/05/2014,17:46:09,  3.8,
DAT10C,04:15:00,21/05/2014,17:49:09,  3.7,
DAT10C,04:18:00,21/05/2014,17:52:09,  3.7,
DAT10C,04:21:00,21/05/2014,17:55:09,  3.7,
DAT10C,04:24:00,21/05/2014,17:58:09,  3.8,
DAT10C,04:27:00,21/05/2014,18:01:09,  3.8,
DAT10C,04:30:00,21/05/2014,18:04:09,  3.7,
DAT10C,04:33:00,21/05/2014,18:07:09,  3.6,
DAT10C,04:36:00,21/05/2014,18:10:09,  3.6,
DAT10C,04:39:00,21/05/2014,18:13:09,  3.7,
DAT10C,04:42:00,21/05/2014,18:16:09,  4.0,
DAT10C,04:45:00,21/05/2014,18:19:09,  4.1,
DAT10C,04:48:00,21/05/2014,18:22:09,  4.2,
DAT10C,04:51:00,21/05/2014,18:25:09,  4.5,
DAT10C,04:54:00,21/05/2014,18:28:09,  4.8,
DAT10C,04:57:00,21/05/2014,18:31:09,  5.0,
DAT10C,05:00:00,21/05/2014,18:34:09,  4.8,
DAT10C,05:03:00,21/05/2014,18:37:09,  4.6,
DAT10C,05:06:00,21/05/2014,18:40:09,  4.1,
DAT10C,05:09:00,21/05/2014,18:43:09,  4.0,
DAT10C,05:12:00,21/05/2014,18:46:09,  4.1,
DAT10C,05:15:00,21/05/2014,18:49:09,  4.5,
DAT10C,05:18:00,21/05/2014,18:52:09,  4.7,
DAT10C,05:21:00,21/05/2014,18:55:09,  4.6,
DAT10C,05:24:00,21/05/2014,18:58:09,  4.3,
DAT10C,05:27:00,21/05/2014,19:01:09,  4.3,
DAT10C,05:30:00,21/05/2014,19:04:09,  4.3,
DAT10C,05:33:00,21/05/2014,19:07:09,  4.2,
DAT10C,05:36:00,21/05/2014,19:10:09,  4.0,
DAT10C,05:39:00,21/05/2014,19:13:09,  4.0,
DAT10C,05:42:00,21/05/2014,19:16:09,  4.0,
DAT10C,05:45:00,21/05/2014,19:19:09,  4.0,
DAT10C,05:48:00,21/05/2014,19:22:09,  3.8,
DAT10C,05:51:00,21/05/2014,19:25:09,  3.7,
DAT10C,05:54:00,21/05/2014,19:28:09,  3.5,
DAT10C,05:57:00,21/05/2014,19:31:09,  3.8,
DAT10C,06:00:00,21/05/2014,19:34:09,  4.1,
DAT10C,06:03:00,21/05/2014,19:37:09,  4.3,
DAT10C,06:06:00,21/05/2014,19:40:09,  4.3,
DAT10C,06:09:00,21/05/2014,19:43:09,  4.6,
DAT10C,06:12:00,21/05/2014,19:46:09,  4.8,
DAT10C,06:15:00,21/05/2014,19:49:09,  5.1,
DAT10C,06:18:00,21/05/2014,19:52:09,  5.0,
DAT10C,06:21:00,21/05/2014,19:55:09,  4.8,
DAT10C,06:24:00,21/05/2014,19:58:09,  4.6,
DAT10C,06:27:00,21/05/2014,20:01:09,  4.5,
DAT10C,06:30:00,21/05/2014,20:04:09,  4.5,
DAT10C,06:33:00,21/05/2014,20:07:09,  4.6,
DAT10C,06:36:00,21/05/2014,20:10:09,  4.6,
DAT10C,06:39:00,21/05/2014,20:13:09,  4.7,
DAT10C,06:42:00,21/05/2014,20:16:09,  4.6,
DAT10C,06:45:00,21/05/2014,20:19:09,  4.3,
DAT10C,06:48:00,21/05/2014,20:22:09,  4.3,
DAT10C,06:51:00,21/05/2014,20:25:09,  4.6,
DAT10C,06:54:00,21/05/2014,20:28:09,  4.8,
DAT10C,06:57:00,21/05/2014,20:31:09,  4.8,
DAT10C,07:00:00,21/05/2014,20:34:09,  4.7,
DAT10C,07:03:00,21/05/2014,20:37:09,  4.6,
DAT10C,07:06:00,21/05/2014,20:40:09,  4.5,
DAT10C,07:09:00,21/05/2014,20:43:09,  4.3,
DAT10C,07:12:00,21/05/2014,20:46:09,  4.2,
DAT10C,07:15:00,21/05/2014,20:49:09,  4.1,
DAT10C,07:18:00,21/05/2014,20:52:09,  4.1,
DAT10C,07:21:00,21/05/2014,20:55:09,  4.0,
DAT10C,07:24:00,21/05/2014,20:58:09,  3.8,
DAT10C,07:27:00,21/05/2014,21:01:09,  4.1,
DAT10C,07:30:00,21/05/2014,21:04:09,  4.3,
DAT10C,07:33:00,21/05/2014,21:07:09,  4.5,
DAT10C,07:36:00,21/05/2014,21:10:09,  4.7,
DAT10C,07:39:00,21/05/2014,21:13:09,  5.0,
DAT10C,07:42:00,21/05/2014,21:16:09,  5.0,
DAT10C,07:45:00,21/05/2014,21:19:09,  4.8,
DAT10C,07:48:00,21/05/2014,21:22:09,  4.7,
DAT10C,07:51:00,21/05/2014,21:25:09,  4.6,
DAT10C,07:54:00,21/05/2014,21:28:09,  4.6,
DAT10C,07:57:00,21/05/2014,21:31:09,  4.7,
DAT10C,08:00:00,21/05/2014,21:34:09,  4.7,
DAT10C,08:03:00,21/05/2014,21:37:09,  4.8,
DAT10C,08:06:00,21/05/2014,21:40:09,  4.7,
DAT10C,08:09:00,21/05/2014,21:43:09,  4.5,
DAT10C,08:12:00,21/05/2014,21:46:09,  4.5,
DAT10C,08:15:00,21/05/2014,21:49:09,  4.7,
DAT10C,08:18:00,21/05/2014,21:52:09,  4.7,
DAT10C,08:21:00,21/05/2014,21:55:09,  4.6,
DAT10C,08:24:00,21/05/2014,21:58:09,  4.5,
DAT10C,08:27:00,21/05/2014,22:01:09,  4.3,
DAT10C,08:30:00,21/05/2014,22:04:09,  4.2,
DAT10C,08:33:00,21/05/2014,22:07:09,  4.1,
DAT10C,08:36:00,21/05/2014,22:10:09,  3.7,
DAT10C,08:39:00,21/05/2014,22:13:09,  3.7,
DAT10C,08:42:00,21/05/2014,22:16:09,  4.1,
DAT10C,08:45:00,21/05/2014,22:19:09,  4.2,
DAT10C,08:48:00,21/05/2014,22:22:09,  4.3,
DAT10C,08:51:00,21/05/2014,22:25:09,  4.7,
DAT10C,08:54:00,21/05/2014,22:28:09,  5.0,
DAT10C,08:57:00,21/05/2014,22:31:09,  4.8,
DAT10C,09:00:00,21/05/2014,22:34:09,  4.7,
DAT10C,09:03:00,21/05/2014,22:37:09,  4.6,
DAT10C,09:06:00,21/05/2014,22:40:09,  4.6,
DAT10C,09:09:00,21/05/2014,22:43:09,  4.6,
DAT10C,09:12:00,21/05/2014,22:46:09,  4.7,
DAT10C,09:15:00,21/05/2014,22:49:09,  5.0,
DAT10C,09:18:00,21/05/2014,22:52:09,  4.8,
DAT10C,09:21:00,21/05/2014,22:55:09,  4.6,
DAT10C,09:24:00,21/05/2014,22:58:09,  4.5,
DAT10C,09:27:00,21/05/2014,23:01:09,  4.3,
DAT10C,09:30:00,21/05/2014,23:04:09,  4.2,
DAT10C,09:33:00,21/05/2014,23:07:09,  4.1,
DAT10C,09:36:00,21/05/2014,23:10:09,  4.1,
DAT10C,09:39:00,21/05/2014,23:13:09,  4.0,
DAT10C,09:42:00,21/05/2014,23:16:09,  3.8,
DAT10C,09:45:00,21/05/2014,23:19:09,  3.8,
DAT10C,09:48:00,21/05/2014,23:22:09,  3.8,
DAT10C,09:51:00,21/05/2014,23:25:09,  3.6,
DAT10C,09:54:00,21/05/2014,23:28:09,  3.7,
DAT10C,09:57:00,21/05/2014,23:31:09,  4.1,
DAT10C,10:00:00,21/05/2014,23:34:09,  4.2,
DAT10C,10:03:00,21/05/2014,23:37:09,  4.6,
DAT10C,10:06:00,21/05/2014,23:40:09,  5.0,
DAT10C,10:09:00,21/05/2014,23:43:09,  4.8,
DAT10C,10:12:00,21/05/2014,23:46:09,  4.7,
DAT10C,10:15:00,21/05/2014,23:49:09,  4.6,
DAT10C,10:18:00,21/05/2014,23:52:09,  4.8,
DAT10C,10:21:00,21/05/2014,23:55:09,  5.1,
DAT10C,10:24:00,21/05/2014,23:58:09,  4.8,
DAT10C,10:27:00,22/05/2014,00:01:09,  4.7,
DAT10C,10:30:00,22/05/2014,00:04:09,  4.7,
DAT10C,10:33:00,22/05/2014,00:07:09,  4.5,
DAT10C,10:36:00,22/05/2014,00:10:09,  4.3,
DAT10C,10:39:00,22/05/2014,00:13:09,  4.2,
DAT10C,10:42:00,22/05/2014,00:16:09,  4.1,
DAT10C,10:45:00,22/05/2014,00:19:09,  4.0,
DAT10C,10:48:00,22/05/2014,00:22:09,  4.0,
DAT10C,10:51:00,22/05/2014,00:25:09,  4.0,
DAT10C,10:54:00,22/05/2014,00:28:09,  3.8,
DAT10C,10:57:00,22/05/2014,00:31:09,  3.7,
DAT10C,11:00:00,22/05/2014,00:34:09,  4.1,
DAT10C,11:03:00,22/05/2014,00:37:09,  4.2,
DAT10C,11:06:00,22/05/2014,00:40:09,  4.6,
DAT10C,11:09:00,22/05/2014,00:43:09,  5.0,
DAT10C,11:12:00,22/05/2014,00:46:09,  5.0,
DAT10C,11:15:00,22/05/2014,00:49:09,  4.8,
DAT10C,11:18:00,22/05/2014,00:52:09,  4.7,
DAT10C,11:21:00,22/05/2014,00:55:09,  4.7,
DAT10C,11:24:00,22/05/2014,00:58:09,  5.0,
DAT10C,11:27:00,22/05/2014,01:01:09,  5.0,
DAT10C,11:30:00,22/05/2014,01:04:09,  4.8,
DAT10C,11:33:00,22/05/2014,01:07:09,  4.7,
DAT10C,11:36:00,22/05/2014,01:10:09,  4.6,
DAT10C,11:39:00,22/05/2014,01:13:09,  4.3,
DAT10C,11:42:00,22/05/2014,01:16:09,  4.3,
DAT10C,11:45:00,22/05/2014,01:19:09,  4.2,
DAT10C,11:48:00,22/05/2014,01:22:09,  4.1,
DAT10C,11:51:00,22/05/2014,01:25:09,  4.0,
DAT10C,11:54:00,22/05/2014,01:28:09,  4.0,
DAT10C,11:57:00,22/05/2014,01:31:09,  3.7,
DAT10C,12:00:00,22/05/2014,01:34:09,  3.7,
DAT10C,12:03:00,22/05/2014,01:37:09,  3.7,
DAT10C,12:06:00,22/05/2014,01:40:09,  3.7,
DAT10C,12:09:00,22/05/2014,01:43:09,  3.6,
DAT10C,12:12:00,22/05/2014,01:46:09,  4.0,
DAT10C,12:15:00,22/05/2014,01:49:09,  4.2,
DAT10C,12:18:00,22/05/2014,01:52:09,  4.5,
DAT10C,12:21:00,22/05/2014,01:55:09,  4.8,
DAT10C,12:24:00,22/05/2014,01:58:09,  5.0,
DAT10C,12:27:00,22/05/2014,02:01:09,  4.8,
DAT10C,12:30:00,22/05/2014,02:04:09,  4.7,
DAT10C,12:33:00,22/05/2014,02:07:09,  4.7,
DAT10C,12:36:00,22/05/2014,02:10:09,  5.0,
DAT10C,12:39:00,22/05/2014,02:13:09,  4.8,
DAT10C,12:42:00,22/05/2014,02:16:09,  4.7,
DAT10C,12:45:00,22/05/2014,02:19:09,  4.7,
DAT10C,12:48:00,22/05/2014,02:22:09,  4.5,
DAT10C,12:51:00,22/05/2014,02:25:09,  4.3,
DAT10C,12:54:00,22/05/2014,02:28:09,  4.2,
DAT10C,12:57:00,22/05/2014,02:31:09,  4.1,
DAT10C,13:00:00,22/05/2014,02:34:09,  4.0,
DAT10C,13:03:00,22/05/2014,02:37:09,  4.0,
DAT10C,13:06:00,22/05/2014,02:40:09,  4.0,
DAT10C,13:09:00,22/05/2014,02:43:09,  3.8,
DAT10C,13:12:00,22/05/2014,02:46:09,  3.7,
DAT10C,13:15:00,22/05/2014,02:49:09,  4.0,
DAT10C,13:18:00,22/05/2014,02:52:09,  4.2,
DAT10C,13:21:00,22/05/2014,02:55:09,  4.5,
DAT10C,13:24:00,22/05/2014,02:58:09,  4.8,
DAT10C,13:27:00,22/05/2014,03:01:09,  5.0,
DAT10C,13:30:00,22/05/2014,03:04:09,  4.8,
DAT10C,13:33:00,22/05/2014,03:07:09,  4.7,
DAT10C,13:36:00,22/05/2014,03:10:09,  4.7,
DAT10C,13:39:00,22/05/2014,03:13:09,  5.0,
DAT10C,13:42:00,22/05/2014,03:16:09,  5.0,
DAT10C,13:45:00,22/05/2014,03:19:09,  4.8,
DAT10C,13:48:00,22/05/2014,03:22:09,  4.7,
DAT10C,13:51:00,22/05/2014,03:25:09,  4.5,
DAT10C,13:54:00,22/05/2014,03:28:09,  4.3,
DAT10C,13:57:00,22/05/2014,03:31:09,  4.2,
DAT10C,14:00:00,22/05/2014,03:34:09,  4.2,
DAT10C,14:03:00,22/05/2014,03:37:09,  4.0,
DAT10C,14:06:00,22/05/2014,03:40:09,  4.0,
DAT10C,14:09:00,22/05/2014,03:43:09,  4.1,
DAT10C,14:12:00,22/05/2014,03:46:09,  4.3,
DAT10C,14:15:00,22/05/2014,03:49:09,  4.6,
DAT10C,14:18:00,22/05/2014,03:52:09,  4.7,
DAT10C,14:21:00,22/05/2014,03:55:09,  4.6,
DAT10C,14:24:00,22/05/2014,03:58:09,  4.3,
DAT10C,14:27:00,22/05/2014,04:01:09,  4.3,
DAT10C,14:30:00,22/05/2014,04:04:09,  4.2,
DAT10C,14:33:00,22/05/2014,04:07:09,  4.0,
DAT10C,14:36:00,22/05/2014,04:10:09,  3.8,
DAT10C,14:39:00,22/05/2014,04:13:09,  4.1,
DAT10C,14:42:00,22/05/2014,04:16:09,  4.2,
DAT10C,14:45:00,22/05/2014,04:19:09,  4.6,
DAT10C,14:48:00,22/05/2014,04:22:09,  5.0,
DAT10C,14:51:00,22/05/2014,04:25:09,  5.0,
DAT10C,14:54:00,22/05/2014,04:28:09,  4.8,
DAT10C,14:57:00,22/05/2014,04:31:09,  4.6,
DAT10C,15:00:00,22/05/2014,04:34:09,  4.8,
DAT10C,15:03:00,22/05/2014,04:37:09,  5.1,
DAT10C,15:06:00,22/05/2014,04:40:09,  5.0,
DAT10C,15:09:00,22/05/2014,04:43:09,  4.8,
DAT10C,15:12:00,22/05/2014,04:46:09,  4.7,
DAT10C,15:15:00,22/05/2014,04:49:09,  4.6,
DAT10C,15:18:00,22/05/2014,04:52:09,  4.3,
DAT10C,15:21:00,22/05/2014,04:55:09,  4.2,
DAT10C,15:24:00,22/05/2014,04:58:09,  4.2,
DAT10C,15:27:00,22/05/2014,05:01:09,  4.1,
DAT10C,15:30:00,22/05/2014,05:04:09,  4.0,
DAT10C,15:33:00,22/05/2014,05:07:09,  4.0,
DAT10C,15:36:00,22/05/2014,05:10:09,  3.8,
DAT10C,15:39:00,22/05/2014,05:13:09,  3.7,
DAT10C,15:42:00,22/05/2014,05:16:09,  4.0,
DAT10C,15:45:00,22/05/2014,05:19:09,  4.2,
DAT10C,15:48:00,22/05/2014,05:22:09,  4.6,
DAT10C,15:51:00,22/05/2014,05:25:09,  4.8,
DAT10C,15:54:00,22/05/2014,05:28:09,  4.8,
DAT10C,15:57:00,22/05/2014,05:31:09,  4.7,
DAT10C,16:00:00,22/05/2014,05:34:09,  4.7,
DAT10C,16:03:00,22/05/2014,05:37:09,  5.0,
DAT10C,16:06:00,22/05/2014,05:40:09,  5.1,
DAT10C,16:09:00,22/05/2014,05:43:09,  4.8,
DAT10C,16:12:00,22/05/2014,05:46:09,  4.7,
DAT10C,16:15:00,22/05/2014,05:49:09,  4.6,
DAT10C,16:18:00,22/05/2014,05:52:09,  4.3,
DAT10C,16:21:00,22/05/2014,05:55:09,  4.3,
DAT10C,16:24:00,22/05/2014,05:58:09,  4.2,
DAT10C,16:27:00,22/05/2014,06:01:09,  4.1,
DAT10C,16:30:00,22/05/2014,06:04:09,  4.0,
DAT10C,16:33:00,22/05/2014,06:07:09,  4.0,
DAT10C,16:36:00,22/05/2014,06:10:09,  3.8,
DAT10C,16:39:00,22/05/2014,06:13:09,  3.7,
DAT10C,16:42:00,22/05/2014,06:16:09,  4.0,
DAT10C,16:45:00,22/05/2014,06:19:09,  4.2,
DAT10C,16:48:00,22/05/2014,06:22:09,  4.3,
DAT10C,16:51:00,22/05/2014,06:25:09,  4.7,
DAT10C,16:54:00,22/05/2014,06:28:09,  5.0,
DAT10C,16:57:00,22/05/2014,06:31:09,  4.8,
DAT10C,17:00:00,22/05/2014,06:34:09,  4.7,
DAT10C,17:03:00,22/05/2014,06:37:09,  4.8,
DAT10C,17:06:00,22/05/2014,06:40:09,  5.1,
DAT10C,17:09:00,22/05/2014,06:43:09,  5.0,
DAT10C,17:12:00,22/05/2014,06:46:09,  4.8,
DAT10C,17:15:00,22/05/2014,06:49:09,  4.7,
DAT10C,17:18:00,22/05/2014,06:52:09,  4.5,
DAT10C,17:21:00,22/05/2014,06:55:09,  4.3,
DAT10C,17:24:00,22/05/2014,06:58:09,  4.2,
DAT10C,17:27:00,22/05/2014,07:01:09,  4.1,
DAT10C,17:30:00,22/05/2014,07:04:09,  4.0,
DAT10C,17:33:00,22/05/2014,07:07:09,  4.0,
DAT10C,17:36:00,22/05/2014,07:10:09,  4.0,
DAT10C,17:39:00,22/05/2014,07:13:09,  3.8,
DAT10C,17:42:00,22/05/2014,07:16:09,  3.7,
DAT10C,17:45:00,22/05/2014,07:19:09,  4.1,
DAT10C,17:48:00,22/05/2014,07:22:09,  4.2,
DAT10C,17:51:00,22/05/2014,07:25:09,  4.6,
DAT10C,17:54:00,22/05/2014,07:28:09,  5.0,
DAT10C,17:57:00,22/05/2014,07:31:09,  4.8,
DAT10C,18:00:00,22/05/2014,07:34:09,  4.8,
DAT10C,18:03:00,22/05/2014,07:37:09,  4.6,
DAT10C,18:06:00,22/05/2014,07:40:09,  4.8,
DAT10C,18:09:00,22/05/2014,07:43:09,  5.1,
DAT10C,18:12:00,22/05/2014,07:46:09,  5.0,
DAT10C,18:15:00,22/05/2014,07:49:09,  4.8,
DAT10C,18:18:00,22/05/2014,07:52:09,  4.8,
DAT10C,18:21:00,22/05/2014,07:55:09,  4.7,
DAT10C,18:24:00,22/05/2014,07:58:09,  4.5,
DAT10C,18:27:00,22/05/2014,08:01:09,  4.3,
DAT10C,18:30:00,22/05/2014,08:04:09,  4.2,
DAT10C,18:33:00,22/05/2014,08:07:09,  4.1,
DAT10C,18:36:00,22/05/2014,08:10:09,  4.0,
DAT10C,18:39:00,22/05/2014,08:13:09,  4.0,
DAT10C,18:42:00,22/05/2014,08:16:09,  3.8,
DAT10C,18:45:00,22/05/2014,08:19:09,  3.7,
DAT10C,18:48:00,22/05/2014,08:22:09,  4.0,
DAT10C,18:51:00,22/05/2014,08:25:09,  4.2,
DAT10C,18:54:00,22/05/2014,08:28:09,  4.5,
DAT10C,18:57:00,22/05/2014,08:31:09,  4.8,
DAT10C,19:00:00,22/05/2014,08:34:09,  5.0,
DAT10C,19:03:00,22/05/2014,08:37:09,  4.8,
DAT10C,19:06:00,22/05/2014,08:40:09,  4.7,
DAT10C,19:09:00,22/05/2014,08:43:09,  4.8,
DAT10C,19:12:00,22/05/2014,08:46:09,  5.0,
DAT10C,19:15:00,22/05/2014,08:49:09,  5.1,
DAT10C,19:18:00,22/05/2014,08:52:09,  5.0,
DAT10C,19:21:00,22/05/2014,08:55:09,  5.0,
DAT10C,19:24:00,22/05/2014,08:58:09,  4.8,
